id,title,release_date,release_year,genres_list,director,top_cast,budget,revenue,profit,roi,vote_average,vote_count,popularity,runtime,original_language
145220,Muppets Most Wanted,2014-03-20,2014.0,"['Comedy', 'Adventure', 'Crime', 'Family']",James Bobin,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey']",50000000,80383290,30383290,60.766580000000005,6.2,316,14.808304,112.0,en
14623,Thunderbirds,2004-07-23,2004.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",Jonathan Frakes,"['Brady Corbet', 'Soren Fulton', 'Debora Weston']",57000000,28283637,-28716363,-50.37958421052632,4.2,91,9.27875,95.0,en
42297,Burlesque,2010-11-23,2010.0,"['Drama', 'Romance']",Steve Antin,"['Cher', 'Christina Aguilera', 'Eric Dane']",55000000,89519773,34519773,62.76322363636364,6.9,573,22.863516,119.0,en
2841,A Very Long Engagement,2004-10-26,2004.0,['Drama'],Jean-Pierre Jeunet,"['Audrey Tautou', 'Gaspard Ulliel', 'Dominique Pinon']",47000000,0,-47000000,-100.0,7.1,346,23.05451,133.0,fr
802,Lolita,1962-06-13,1962.0,"['Drama', 'Romance']",Stanley Kubrick,"['James Mason', 'Sue Lyon', 'Shelley Winters']",2000000,9250000,7250000,362.5,7.3,395,23.962109,153.0,en
10375,D-Tox,2002-01-04,2002.0,"['Action', 'Thriller']",Jim Gillespie,"['Sylvester Stallone', 'Courtney B. Vance', 'Tom Berenger']",55000000,6416302,-48583698,-88.33399636363637,5.3,123,12.669778,96.0,en
36586,Blade II,2002-03-22,2002.0,"['Fantasy', 'Horror', 'Action', 'Thriller']",Guillermo del Toro,"['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman']",54000000,155010032,101010032,187.05561481481482,6.2,1528,67.169587,117.0,en
11321,Seven Pounds,2008-12-18,2008.0,['Drama'],Gabriele Muccino,"['Will Smith', 'Rosario Dawson', 'Sarah Jane Morris']",55000000,168167691,113167691,205.75943818181818,7.5,2039,41.472404,123.0,en
70074,Bullet to the Head,2013-01-31,2013.0,"['Action', 'Crime', 'Thriller']",Walter Hill,"['Sylvester Stallone', 'Sung Kang', 'Sarah Shahi']",55000000,9489829,-45510171,-82.74576545454545,5.2,481,22.503935,92.0,en
242,The Godfather: Part III,1990-12-24,1990.0,"['Crime', 'Drama', 'Thriller']",Francis Ford Coppola,"['Al Pacino', 'Diane Keaton', 'Andy García']",54000000,136766062,82766062,153.27048518518518,7.1,1546,59.194915,162.0,en
9621,Elizabethtown,2005-10-06,2005.0,"['Comedy', 'Drama', 'Romance']",Cameron Crowe,"['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon']",57000000,52034889,-4965111,-8.710721052631579,6.1,327,22.894898,123.0,en
1819,"You, Me and Dupree",2006-07-14,2006.0,"['Comedy', 'Romance']",Anthony Russo,"['Kate Hudson', 'Owen Wilson', 'Matt Dillon']",54000000,130431368,76431368,141.53957037037037,5.4,407,18.600367,108.0,en
8536,Superman II,1980-12-04,1980.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Richard Lester,"['Gene Hackman', 'Christopher Reeve', 'Ned Beatty']",54000000,190458706,136458706,252.70130740740743,6.5,629,30.515175,127.0,en
8046,Gigli,2003-08-01,2003.0,['Drama'],Martin Brest,"['Ben Affleck', 'Jennifer Lopez', 'Justin Bartha']",54000000,7266209,-46733791,-86.54405740740741,3.5,104,9.053456,121.0,en
1717,All the King's Men,2006-09-10,2006.0,"['Drama', 'Thriller']",Steven Zaillian,"['Sean Penn', 'Jude Law', 'Kate Winslet']",55000000,9450897,-45549103,-82.8165509090909,5.7,95,7.768223,125.0,en
479,Shaft,2000-06-15,2000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",John Singleton,"['Samuel L. Jackson', 'Jeffrey Wright', 'Christian Bale']",46000000,107196498,61196498,133.0358652173913,5.5,308,19.643365,99.0,en
9444,Anastasia,1997-11-20,1997.0,"['Animation', 'Family']",Gary Goldman,"['Meg Ryan', 'John Cusack', 'Christopher Lloyd']",53000000,139804348,86804348,163.7817886792453,7.4,1432,45.565918,94.0,en
824,Moulin Rouge!,2001-03-09,2001.0,"['Drama', 'Music', 'Romance']",Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo']",52500000,179213434,126713434,241.35892190476193,7.4,1300,57.374341,127.0,en
11456,Domestic Disturbance,2001-10-30,2001.0,"['Mystery', 'Thriller', 'Crime']",Harold Becker,"['John Travolta', 'Vince Vaughn', 'Teri Polo']",75000000,54249294,-20750706,-27.667607999999998,5.4,113,8.41856,89.0,en
261023,Black Mass,2015-09-04,2015.0,"['Crime', 'Drama']",Scott Cooper,"['Johnny Depp', 'Joel Edgerton', 'Benedict Cumberbatch']",53000000,98837872,45837872,86.48655094339622,6.3,1242,46.049902,122.0,en
3683,Flags of Our Fathers,2006-10-18,2006.0,"['War', 'Drama', 'History']",Clint Eastwood,"['Ryan Phillippe', 'Adam Beach', 'Jesse Bradford']",90000000,65900249,-24099751,-26.777501111111114,6.7,526,23.9366,132.0,en
22803,Law Abiding Citizen,2009-10-15,2009.0,"['Drama', 'Crime', 'Thriller']",F. Gary Gray,"['Jamie Foxx', 'Gerard Butler', 'Colm Meaney']",53000000,126690726,73690726,139.03910566037737,7.2,1486,49.593978,109.0,en
285923,Grindhouse,2007-04-06,2007.0,"['Thriller', 'Action', 'Horror']",Robert Rodriguez,"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson']",67000000,25037897,-41962103,-62.63000447761195,6.8,459,16.637642,191.0,en
39437,Beloved,1998-10-16,1998.0,"['Drama', 'Thriller']",Jonathan Demme,"['Oprah Winfrey', 'Danny Glover', 'Thandie Newton']",0,0,0,,5.9,26,1.453765,172.0,en
1950,Lucky You,2007-05-01,2007.0,"['Drama', 'Romance']",Curtis Hanson,"['Eric Bana', 'Drew Barrymore', 'Robert Duvall']",0,5761917,5761917,inf,5.4,81,6.162872,124.0,en
640,Catch Me If You Can,2002-12-25,2002.0,"['Drama', 'Crime']",Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']",52000000,352114312,300114312,577.1429076923077,7.7,3795,73.944049,141.0,en
97630,Zero Dark Thirty,2012-12-19,2012.0,"['Thriller', 'Drama', 'History']",Kathryn Bigelow,"['Jessica Chastain', 'Jason Clarke', 'Mark Strong']",40000000,132820716,92820716,232.05179,6.7,1702,38.306954,157.0,en
9767,The Break-Up,2006-06-01,2006.0,"['Romance', 'Comedy']",Peyton Reed,"['Vince Vaughn', 'Jennifer Aniston', 'Joey Lauren Adams']",52000000,204999686,152999686,294.23016538461536,5.6,832,26.251217,106.0,en
11631,Mamma Mia!,2008-07-03,2008.0,"['Comedy', 'Romance']",Phyllida Lloyd,"['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried']",52000000,609841637,557841637,1072.772378846154,6.4,1386,30.780599,108.0,en
32856,Valentine's Day,2010-02-10,2010.0,"['Comedy', 'Romance']",Garry Marshall,"['Jessica Alba', 'Jessica Biel', 'Bradley Cooper']",52000000,216485654,164485654,316.3185653846154,5.7,1013,25.41929,125.0,en
6519,The Dukes of Hazzard,2005-08-05,2005.0,"['Action', 'Adventure', 'Comedy']",Jay Chandrasekhar,"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson']",50000000,110803676,60803676,121.60735199999999,5.1,316,15.98212,104.0,en
8741,The Thin Red Line,1998-12-25,1998.0,"['Drama', 'History', 'War']",Terrence Malick,"['Sean Penn', 'Adrien Brody', 'Jim Caviezel']",52000000,98126565,46126565,88.7049326923077,7.2,771,40.072583,170.0,en
49520,The Change-Up,2011-08-05,2011.0,['Comedy'],David Dobkin,"['Olivia Wilde', 'Ryan Reynolds', 'Jason Bateman']",52000000,75450437,23450437,45.09699423076923,5.9,736,32.015477,112.0,en
1850,Man on the Moon,1999-12-22,1999.0,"['Comedy', 'Drama', 'Romance']",Miloš Forman,"['Jim Carrey', 'Courtney Love', 'Bob Zmuda']",82000000,47434430,-34565570,-42.153134146341465,6.9,435,24.444186,118.0,en
524,Casino,1995-11-22,1995.0,"['Drama', 'Crime']",Martin Scorsese,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci']",52000000,116112375,64112375,123.29302884615385,7.8,1307,40.06688,178.0,en
26389,From Paris with Love,2010-02-05,2010.0,"['Action', 'Crime', 'Thriller']",Pierre Morel,"['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak']",52000000,52826594,826594,1.5896038461538462,6.1,675,27.916284,92.0,en
11817,Bulletproof Monk,2003-03-28,2003.0,"['Action', 'Comedy', 'Fantasy']",Paul Hunter,"['Seann William Scott', 'Jaime King', 'Karel Roden']",52000000,0,-52000000,-100.0,5.1,278,15.20707,104.0,en
2123,"Me, Myself & Irene",2000-06-22,2000.0,['Comedy'],Bobby Farrelly,"['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson']",51000000,149270999,98270999,192.68823333333333,6.1,927,39.001682,116.0,en
9907,Barnyard,2006-08-04,2006.0,"['Animation', 'Comedy', 'Family']",Steve Oedekerk,"['Courteney Cox', 'Kevin James', 'Sam Elliott']",51000000,72779000,21779000,42.70392156862745,5.3,225,10.430832,90.0,en
9969,Deck the Halls,2006-11-22,2006.0,"['Comedy', 'Family']",John Whitesell,"['Danny DeVito', 'Matthew Broderick', 'Kristin Davis']",0,47231070,47231070,inf,5.1,109,5.952527,93.0,en
18239,The Twilight Saga: New Moon,2009-03-15,2009.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Chris Weitz,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",50000000,709827462,659827462,1319.654924,5.6,2436,94.815867,130.0,en
808,Shrek,2001-05-16,2001.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Andrew Adamson,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",60000000,484409218,424409218,707.3486966666667,7.3,4056,67.298732,90.0,en
38050,The Adjustment Bureau,2011-03-03,2011.0,"['Science Fiction', 'Thriller', 'Romance']",George Nolfi,"['Matt Damon', 'Emily Blunt', 'John Slattery']",50200000,127869379,77669379,154.71987848605576,6.5,1652,26.60772,106.0,en
8367,Robin Hood: Prince of Thieves,1991-06-14,1991.0,['Adventure'],Kevin Reynolds,"['Kevin Costner', 'Morgan Freeman', 'Christian Slater']",48000000,390493908,342493908,713.5289750000001,6.6,909,28.803729,143.0,en
9390,Jerry Maguire,1996-12-06,1996.0,"['Comedy', 'Drama', 'Romance']",Cameron Crowe,"['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger']",50000000,273552592,223552592,447.105184,6.7,913,27.039636,139.0,en
72105,Ted,2012-06-29,2012.0,"['Comedy', 'Fantasy']",Seth MacFarlane,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']",50000000,549368315,499368315,998.73663,6.3,4697,68.87691,106.0,en
2898,As Good as It Gets,1997-12-19,1997.0,"['Comedy', 'Romance']",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear']",50000000,314178011,264178011,528.356022,7.2,915,37.885022,139.0,en
10312,Patch Adams,1998-12-25,1998.0,"['Comedy', 'Drama']",Tom Shadyac,"['Robin Williams', 'Philip Seymour Hoffman', 'Bob Gunton']",50000000,202292902,152292902,304.585804,7.0,832,35.537397,115.0,en
109443,Anchorman 2: The Legend Continues,2013-12-18,2013.0,['Comedy'],Adam McKay,"['Will Ferrell', 'Steve Carell', 'Paul Rudd']",50000000,173649015,123649015,247.29803,6.0,923,38.125008,119.0,en
2022,Mr. Deeds,2002-06-28,2002.0,"['Comedy', 'Romance']",Steven Brill,"['Adam Sandler', 'Winona Ryder', 'John Turturro']",50000000,171269535,121269535,242.53906999999998,5.6,644,18.121404,96.0,en
37686,Super 8,2011-06-08,2011.0,"['Thriller', 'Science Fiction', 'Mystery']",J.J. Abrams,"['Joel Courtney', 'Elle Fanning', 'Riley Griffiths']",50000000,260095987,210095987,420.191974,6.6,2435,37.069253,112.0,en
462,Erin Brockovich,2000-03-17,2000.0,['Drama'],Steven Soderbergh,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",52000000,256271286,204271286,392.8293961538461,7.1,716,30.347332,131.0,en
9919,How to Lose a Guy in 10 Days,2003-02-07,2003.0,"['Comedy', 'Romance']",Donald Petrie,"['Kate Hudson', 'Matthew McConaughey', 'Kathryn Hahn']",50000000,177371441,127371441,254.74288199999998,6.3,850,23.854701,116.0,en
187017,22 Jump Street,2014-06-05,2014.0,"['Crime', 'Comedy', 'Action']",Phil Lord,"['Jonah Hill', 'Channing Tatum', 'Dave Franco']",50000000,188441614,138441614,276.883228,7.0,3319,52.380982,112.0,en
628,Interview with the Vampire,1994-11-11,1994.0,"['Horror', 'Romance']",Neil Jordan,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst']",60000000,223664608,163664608,272.77434666666664,7.2,1516,50.163785,123.0,en
10201,Yes Man,2008-12-09,2008.0,['Comedy'],Peyton Reed,"['Jim Carrey', 'Zooey Deschanel', 'Rhys Darby']",70000000,225990978,155990978,222.8442542857143,6.4,1813,43.849351,104.0,en
302699,Central Intelligence,2016-06-15,2016.0,"['Action', 'Comedy']",Rawson Marshall Thurber,"['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan']",50000000,216972543,166972543,333.945086,6.2,1650,45.318703,107.0,en
9441,Stepmom,1998-12-25,1998.0,"['Drama', 'Romance']",Chris Columbus,"['Julia Roberts', 'Susan Sarandon', 'Ed Harris']",0,0,0,,6.9,277,16.368283,124.0,en
274167,Daddy's Home,2015-12-25,2015.0,['Comedy'],Sean Anders,"['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini']",50000000,242786137,192786137,385.572274,5.8,854,38.616744,96.0,en
224141,Into the Woods,2014-12-25,2014.0,"['Fantasy', 'Comedy', 'Music']",Rob Marshall,"['Meryl Streep', 'Emily Blunt', 'James Corden']",50000000,212902372,162902372,325.80474399999997,5.6,1652,65.90161,125.0,en
388,Inside Man,2006-03-23,2006.0,"['Crime', 'Drama', 'Thriller']",Spike Lee,"['Denzel Washington', 'Clive Owen', 'Jodie Foster']",45000000,184376254,139376254,309.7250088888889,7.3,1630,45.220386,129.0,en
2112,Payback,1999-02-05,1999.0,"['Drama', 'Action', 'Thriller', 'Crime']",Brian Helgeland,"['Mel Gibson', 'Kris Kristofferson', 'Gregg Henry']",90000000,161626121,71626121,79.58457888888888,6.7,548,17.457947,100.0,en
10329,Congo,1995-06-09,1995.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Frank Marshall,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson']",50000000,152022101,102022101,204.04420199999998,5.0,213,10.755847,109.0,en
74465,We Bought a Zoo,2011-12-22,2011.0,"['Drama', 'Comedy', 'Family']",Cameron Crowe,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church']",50000000,120081841,70081841,140.163682,6.5,909,38.629763,124.0,en
13811,Knowing,2009-03-19,2009.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Alex Proyas,"['Nicolas Cage', 'Rose Byrne', 'Chandler Canterbury']",50000000,155446362,105446362,210.892724,5.9,1486,32.693093,121.0,en
6877,Failure to Launch,2006-03-10,2006.0,['Comedy'],Tom Dey,"['Matthew McConaughey', 'Sarah Jessica Parker', 'Zooey Deschanel']",50000000,88715192,38715192,77.430384,5.5,399,18.806031,97.0,en
10320,The Ring Two,2005-03-17,2005.0,"['Drama', 'Horror', 'Thriller']",Hideo Nakata,"['Naomi Watts', 'Simon Baker', 'Elizabeth Perkins']",50000000,161451538,111451538,222.903076,5.4,632,32.233713,110.0,en
50646,"Crazy, Stupid, Love.",2011-07-29,2011.0,"['Comedy', 'Drama', 'Romance']",Glenn Ficarra,"['Steve Carell', 'Julianne Moore', 'Ryan Gosling']",50000000,142851197,92851197,185.702394,7.0,2443,37.990705,118.0,en
8920,Garfield,2004-06-10,2004.0,"['Animation', 'Comedy', 'Family']",Peter Hewitt,"['Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt']",50000000,200804534,150804534,301.609068,5.2,820,17.667826,80.0,en
13673,Christmas with the Kranks,2004-11-24,2004.0,"['Comedy', 'Family']",Joe Roth,"['Tim Allen', 'Jamie Lee Curtis', 'Dan Aykroyd']",60000000,0,-60000000,-100.0,5.2,193,9.225166,99.0,en
60308,Moneyball,2011-09-22,2011.0,['Drama'],Bennett Miller,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman']",50000000,110206216,60206216,120.412432,7.0,1381,46.180421,133.0,en
6950,Outbreak,1995-03-10,1995.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Wolfgang Petersen,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']",50000000,189859560,139859560,279.71912,6.3,513,30.397496,127.0,en
225574,Non-Stop,2014-01-26,2014.0,"['Action', 'Thriller', 'Mystery']",Jaume Collet-Serra,"['Liam Neeson', 'Julianne Moore', 'Scoot McNairy']",50000000,222809600,172809600,345.61920000000003,6.8,2268,83.295796,106.0,en
13836,Race to Witch Mountain,2009-03-12,2009.0,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",Andy Fickman,"['Dwayne Johnson', 'AnnaSophia Robb', 'Alexander Ludwig']",50000000,106303988,56303988,112.60797600000001,5.5,509,23.935053,98.0,en
752,V for Vendetta,2006-03-15,2006.0,"['Action', 'Thriller', 'Fantasy']",James McTeigue,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea']",54000000,132511035,78511035,145.39080555555554,7.7,4442,84.630969,132.0,en
6038,Shanghai Knights,2003-02-06,2003.0,"['Action', 'Adventure', 'Comedy', 'Western']",David Dobkin,"['Jackie Chan', 'Owen Wilson', 'Fann Wong']",50000000,88323487,38323487,76.646974,6.0,692,16.251204,115.0,en
9975,Curious George,2006-02-10,2006.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Matthew O'Callaghan,"['Will Ferrell', 'Drew Barrymore', 'David Cross']",50000000,69834815,19834815,39.66963,6.2,106,9.894346,86.0,en
11451,Herbie Fully Loaded,2005-06-22,2005.0,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",Angela Robinson,"['Lindsay Lohan', 'Michael Keaton', 'Matt Dillon']",50000000,66002004,16002004,32.004008,5.1,542,12.050755,101.0,en
12103,Don't Say a Word,2001-09-28,2001.0,['Thriller'],Gary Fleder,"['Michael Douglas', 'Sean Bean', 'Brittany Murphy']",50000000,100020092,50020092,100.04018400000001,6.0,220,11.596207,113.0,en
60304,Hansel & Gretel: Witch Hunters,2013-01-17,2013.0,"['Fantasy', 'Horror', 'Action']",Tommy Wirkola,"['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen']",50000000,224803475,174803475,349.60695,5.7,3239,53.02787,88.0,en
2251,Unfaithful,2002-05-10,2002.0,"['Thriller', 'Drama']",Adrian Lyne,"['Richard Gere', 'Diane Lane', 'Olivier Martinez']",50000000,119137784,69137784,138.275568,6.3,276,14.382253,124.0,en
46529,I Am Number Four,2011-02-18,2011.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",D.J. Caruso,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer']",50000000,144492830,94492830,188.98566000000002,5.9,1567,43.450266,109.0,en
231,Syriana,2005-11-23,2005.0,"['Drama', 'Thriller']",Stephen Gaghan,"['George Clooney', 'Matt Damon', 'Jeffrey Wright']",50000000,94000000,44000000,88.0,6.3,451,16.871194,128.0,en
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-13,2016.0,"['Action', 'Drama', 'History', 'Thriller', 'War']",Michael Bay,"['James Badge Dale', 'John Krasinski', 'Max Martini']",50000000,69411370,19411370,38.82274,7.0,938,42.526529,144.0,en
228326,The Book of Life,2014-10-01,2014.0,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Jorge R. Gutierrez,"['Diego Luna', 'Channing Tatum', 'Zoe Saldana']",50000000,97437106,47437106,94.874212,7.3,755,34.890999,95.0,en
9754,Firewall,2006-02-10,2006.0,['Thriller'],Richard Loncraine,"['Harrison Ford', 'Paul Bettany', 'Virginia Madsen']",45000000,82800000,37800000,84.0,5.6,267,18.186026,105.0,en
66,Absolute Power,1997-02-14,1997.0,"['Crime', 'Drama', 'Thriller']",Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Ed Harris']",50000000,50068310,68310,0.13662,6.4,223,13.576765,121.0,en
4421,G.I. Jane,1997-08-22,1997.0,"['Action', 'Drama']",Ridley Scott,"['Demi Moore', 'Viggo Mortensen', 'Anne Bancroft']",50000000,48169156,-1830844,-3.661688,6.0,395,19.434672,125.0,en
2649,The Game,1997-09-12,1997.0,"['Drama', 'Thriller', 'Mystery']",David Fincher,"['Michael Douglas', 'Sean Penn', 'Deborah Kara Unger']",50000000,109423648,59423648,118.84729599999999,7.5,1506,62.925175,129.0,en
588,Silent Hill,2006-04-21,2006.0,"['Horror', 'Mystery']",Christophe Gans,"['Radha Mitchell', 'Sean Bean', 'Laurie Holden']",50000000,97607453,47607453,95.214906,6.3,1067,32.927994,125.0,en
10393,The Replacements,2000-08-07,2000.0,['Comedy'],Howard Deutch,"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton']",0,0,0,,6.1,203,14.837288,118.0,en
71552,American Reunion,2012-04-04,2012.0,['Comedy'],Jon Hurwitz,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",50000000,234989584,184989584,369.979168,6.1,1611,39.920035,113.0,en
9631,The Negotiator,1998-07-29,1998.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",F. Gary Gray,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse']",50000000,44547681,-5452319,-10.904638,6.8,582,28.725621,140.0,en
216282,Into the Storm,2014-08-06,2014.0,"['Action', 'Thriller']",Steven Quale,"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh']",50000000,160602194,110602194,221.204388,5.8,817,20.566554,89.0,en
306,Beverly Hills Cop III,1994-05-24,1994.0,"['Action', 'Comedy', 'Crime']",John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']",50000000,119208989,69208989,138.417978,5.5,434,20.333953,104.0,en
928,Gremlins 2: The New Batch,1990-06-15,1990.0,"['Comedy', 'Horror', 'Fantasy']",Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'John Glover']",50000000,41482207,-8517793,-17.035586,6.2,652,33.98637,106.0,en
205587,The Judge,2014-10-08,2014.0,['Drama'],David Dobkin,"['Robert Duvall', 'Robert Downey Jr.', 'Vera Farmiga']",50000000,83719388,33719388,67.438776,7.2,1417,42.472324,141.0,en
6623,The Peacemaker,1997-09-26,1997.0,"['Action', 'Thriller']",Mimi Leder,"['George Clooney', 'Nicole Kidman', 'Marcel Iureș']",50000000,0,-50000000,-100.0,5.8,255,15.931084,124.0,en
1577,Resident Evil: Apocalypse,2004-09-10,2004.0,"['Horror', 'Action', 'Science Fiction']",Alexander Witt,"['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr']",45000000,129394835,84394835,187.54407777777777,6.1,1267,29.880122,94.0,en
9801,Bridget Jones: The Edge of Reason,2004-11-10,2004.0,"['Comedy', 'Romance']",Beeban Kidron,"['Renée Zellweger', 'Hugh Grant', 'Colin Firth']",50000000,40203020,-9796980,-19.59396,6.1,750,28.803802,108.0,en
2116,Out of Time,2003-10-03,2003.0,"['Thriller', 'Crime', 'Drama']",Carl Franklin,"['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan']",50000000,55495563,5495563,10.991126,6.1,298,14.993459,105.0,en
9624,On Deadly Ground,1994-02-18,1994.0,"['Action', 'Thriller']",Steven Seagal,"['Steven Seagal', 'Michael Caine', 'Joan Chen']",50000000,49000000,-1000000,-2.0,4.5,104,9.114168,102.0,en
14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,2005.0,"['Adventure', 'Family', 'Science Fiction']",Robert Rodriguez,"['Taylor Lautner', 'Taylor Dooley', 'Cayden Boyd']",50000000,69425966,19425966,38.851932,4.4,269,12.31101,92.0,en
1907,The Beach,2000-02-11,2000.0,"['Drama', 'Adventure', 'Romance', 'Thriller']",Danny Boyle,"['Leonardo DiCaprio', 'Guillaume Canet', 'Tilda Swinton']",40000000,144056873,104056873,260.1421825,6.3,1233,41.362082,119.0,en
4599,Raising Helen,2004-05-27,2004.0,"['Drama', 'Comedy', 'Romance']",Garry Marshall,"['Kate Hudson', 'John Corbett', 'Joan Cusack']",50000000,49718611,-281389,-0.562778,5.9,189,13.298205,119.0,en
22832,Ninja Assassin,2009-09-29,2009.0,"['Action', 'Crime', 'Thriller']",James McTeigue,"['Rain', 'Naomie Harris', 'Sung Kang']",40000000,60462347,20462347,51.1558675,6.2,371,19.085403,99.0,en
10390,For Love of the Game,1999-09-17,1999.0,"['Drama', 'Romance']",Sam Raimi,"['Kevin Costner', 'Kelly Preston', 'John C. Reilly']",50000000,0,-50000000,-100.0,6.3,88,9.622345,137.0,en
9879,Striptease,1996-06-28,1996.0,"['Drama', 'Thriller', 'Crime']",Andrew Bergman,"['Demi Moore', 'Burt Reynolds', 'Armand Assante']",50000000,113309743,63309743,126.619486,4.4,205,11.106006,115.0,en
38579,Marmaduke,2010-06-04,2010.0,"['Family', 'Comedy']",Tom Dey,"['Owen Wilson', 'Emma Stone', 'George Lopez']",50000000,83761844,33761844,67.523688,5.0,149,12.25622,87.0,en
44603,Hereafter,2010-10-15,2010.0,"['Drama', 'Fantasy']",Clint Eastwood,"['Matt Damon', 'Bryce Dallas Howard', 'George McLaren']",50000000,105197635,55197635,110.39527,5.8,510,13.365715,129.0,en
11892,Murder by Numbers,2002-04-19,2002.0,"['Crime', 'Drama', 'Thriller']",Barbet Schroeder,"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling']",50000000,56714147,6714147,13.428294,6.0,268,16.167093,120.0,en
9691,Assassins,1995-10-06,1995.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Richard Donner,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']",50000000,30303072,-19696928,-39.393856,6.0,387,23.073933,132.0,en
1248,Hannibal Rising,2007-02-06,2007.0,"['Crime', 'Drama', 'Thriller']",Peter Webber,"['Gaspard Ulliel', 'Aaran Thomas', 'Gong Li']",50000000,82169884,32169884,64.33976799999999,6.0,654,6.567065,121.0,en
12220,The Story of Us,1999-10-13,1999.0,"['Comedy', 'Drama', 'Romance']",Rob Reiner,"['Bruce Willis', 'Michelle Pfeiffer', 'Rob Reiner']",50000000,58900031,8900031,17.800062,5.9,75,6.22577,95.0,en
72710,The Host,2013-03-22,2013.0,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger', 'Jake Abel']",44000000,63327201,19327201,43.92545681818182,6.0,1817,42.933027,125.0,en
10782,Basic,2003-04-18,2003.0,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",John McTiernan,"['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson']",50000000,42792561,-7207439,-14.414878,6.2,286,19.226763,98.0,en
9573,Blood Work,2002-08-04,2002.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston']",50000000,26199517,-23800483,-47.600966,6.1,206,10.089065,110.0,en
4959,The International,2009-02-03,2009.0,"['Drama', 'Thriller', 'Crime']",Tom Tykwer,"['Clive Owen', 'Naomi Watts', 'Armin Mueller-Stahl']",50000000,60161391,10161391,20.322782,6.0,368,13.391833,118.0,en
